graph1	graph2	results
sce04213.txt	sce00630.txt	0.16760608553886414
sce04213.txt	sce00670.txt	0.16626030206680298
sce04213.txt	sce00071.txt	0.16219371557235718
sce04213.txt	sce00400.txt	0.16002152860164642
sce04213.txt	sce00920.txt	0.15385669469833374
sce04213.txt	sce00900.txt	0.13913704454898834
sce04213.txt	sce00564.txt	0.13496080040931702
sce04213.txt	sce00051.txt	0.11700506508350372
sce04213.txt	sce00220.txt	0.11350016295909882
sce04213.txt	sce00760.txt	0.11273076385259628
sce04213.txt	sce00680.txt	0.11156230419874191
sce04213.txt	sce00770.txt	0.10663004964590073
sce04213.txt	sce00510.txt	0.09289755672216415
sce04213.txt	sce04111.txt	0.060703787952661514
sce04213.txt	sce04113.txt	0.05953733250498772
sce04213.txt	sce00260.txt	0.058252643793821335
sce04213.txt	sce00030.txt	0.054702434688806534
sce04213.txt	sce00250.txt	0.05456619709730148
sce04213.txt	sce00240.txt	0.04443887248635292
sce04213.txt	sce04011.txt	0.0346461720764637
sce04213.txt	sce00561.txt	0.011822804808616638
sce04213.txt	sce00270.txt	0.010268156416714191
sce04213.txt	sce00010.txt	0.0069239079020917416
sce04213.txt	sce00500.txt	0.003324388060718775
sce04213.txt	sce00620.txt	0.0023516325745731592
sce04213.txt	sce00230.txt	0.0009468352654948831
sce04146.txt	sce00310.txt	0.5406138896942139
sce04146.txt	sce03250.txt	0.5283750295639038
sce04146.txt	sce00332.txt	0.5230826735496521
sce04146.txt	sce00791.txt	0.5229196548461914
sce04146.txt	sce00190.txt	0.5182393193244934
sce04146.txt	sce00600.txt	0.5173859000205994
sce04146.txt	sce00440.txt	0.5158406496047974
sce04146.txt	sce00062.txt	0.5156415700912476
sce04146.txt	sce00053.txt	0.5141650438308716
sce04146.txt	sce00563.txt	0.5129589438438416
sce04146.txt	sce00650.txt	0.508016049861908
sce04146.txt	sce03018.txt	0.506752073764801
sce04146.txt	sce00785.txt	0.5031865835189819
sce04146.txt	sce00480.txt	0.4988909661769867
sce04146.txt	sce00565.txt	0.4986226558685303
sce04146.txt	sce00860.txt	0.4984779357910156
sce04146.txt	sce00513.txt	0.4951592683792114
sce04146.txt	sce00630.txt	0.49514663219451904
sce04146.txt	sce00970.txt	0.48795828223228455
sce04146.txt	sce00360.txt	0.48551613092422485
sce04146.txt	sce00780.txt	0.48511335253715515
sce04146.txt	sce04070.txt	0.48361173272132874
sce04146.txt	sce00100.txt	0.48083075881004333
sce04146.txt	sce00450.txt	0.4793858528137207
sce04146.txt	sce00130.txt	0.47566136717796326
sce04146.txt	sce00910.txt	0.4728478789329529
sce04146.txt	sce03015.txt	0.47164440155029297
sce04146.txt	sce00900.txt	0.46880146861076355
sce04146.txt	sce00220.txt	0.4683243930339813
sce04146.txt	sce00300.txt	0.46088841557502747
sce04146.txt	sce00340.txt	0.4607955515384674
sce04146.txt	sce00640.txt	0.45822441577911377
sce04146.txt	sce00040.txt	0.4523206651210785
sce04146.txt	sce00330.txt	0.4451126754283905
sce04146.txt	sce00740.txt	0.44055256247520447
sce04146.txt	sce00280.txt	0.43795350193977356
sce04146.txt	sce00562.txt	0.4321138858795166
sce04146.txt	sce00564.txt	0.43201500177383423
sce04146.txt	sce00410.txt	0.4257901608943939
sce04146.txt	sce00760.txt	0.41939231753349304
sce04146.txt	sce00250.txt	0.4045220613479614
sce04146.txt	sce00790.txt	0.40368157625198364
sce04146.txt	sce00730.txt	0.4014776051044464
sce04146.txt	sce00290.txt	0.4012894928455353
sce04146.txt	sce00061.txt	0.3995463252067566
sce04146.txt	sce00071.txt	0.3942982256412506
sce04146.txt	sce00920.txt	0.38887977600097656
sce04146.txt	sce00020.txt	0.38668063282966614
sce04146.txt	sce04111.txt	0.38441959023475647
sce04146.txt	sce00770.txt	0.3825330138206482
sce04146.txt	sce04011.txt	0.37482336163520813
sce04146.txt	sce00052.txt	0.3709792494773865
sce04146.txt	sce00520.txt	0.36569592356681824
sce04146.txt	sce00510.txt	0.36013221740722656
sce04146.txt	sce00670.txt	0.3541656732559204
sce04146.txt	sce00380.txt	0.3371517062187195
sce04146.txt	sce00400.txt	0.327572762966156
sce04146.txt	sce00750.txt	0.3270631730556488
sce04146.txt	sce00051.txt	0.3237413167953491
sce04146.txt	sce00030.txt	0.31892332434654236
sce04146.txt	sce00680.txt	0.31700947880744934
sce04146.txt	sce00500.txt	0.3114664554595947
sce04146.txt	sce00260.txt	0.3082715570926666
sce04146.txt	sce00240.txt	0.3020280599594116
sce04146.txt	sce00561.txt	0.2543070912361145
sce04146.txt	sce04113.txt	0.25420066714286804
sce04146.txt	sce00010.txt	0.2123810350894928
sce04146.txt	sce00620.txt	0.158883199095726
sce04146.txt	sce00270.txt	0.154458686709404
sce04146.txt	sce00230.txt	0.045085977762937546
sce04145.txt	sce00190.txt	0.547700047492981
sce04145.txt	sce00860.txt	0.537746012210846
sce04145.txt	sce00332.txt	0.5284198522567749
sce04145.txt	sce00970.txt	0.5278571844100952
sce04145.txt	sce00440.txt	0.5275428295135498
sce04145.txt	sce00900.txt	0.525777280330658
sce04145.txt	sce00600.txt	0.5251880288124084
sce04145.txt	sce00053.txt	0.5248146057128906
sce04145.txt	sce00563.txt	0.5235558152198792
sce04145.txt	sce03018.txt	0.5223470330238342
sce04145.txt	sce00650.txt	0.5218073129653931
sce04145.txt	sce03250.txt	0.5212547779083252
sce04145.txt	sce00310.txt	0.5211995244026184
sce04145.txt	sce00791.txt	0.5199926495552063
sce04145.txt	sce00565.txt	0.5198522806167603
sce04145.txt	sce03015.txt	0.519089937210083
sce04145.txt	sce00785.txt	0.5190598964691162
sce04145.txt	sce00220.txt	0.5188102126121521
sce04145.txt	sce00062.txt	0.5187951326370239
sce04145.txt	sce00740.txt	0.5165658593177795
sce04145.txt	sce00360.txt	0.5142611861228943
sce04145.txt	sce00670.txt	0.5141507387161255
sce04145.txt	sce00020.txt	0.5123225450515747
sce04145.txt	sce00510.txt	0.5120726823806763
sce04145.txt	sce00071.txt	0.5113900303840637
sce04145.txt	sce00790.txt	0.5109182596206665
sce04145.txt	sce04070.txt	0.5108540654182434
sce04145.txt	sce00562.txt	0.510770857334137
sce04145.txt	sce00330.txt	0.5102192163467407
sce04145.txt	sce00052.txt	0.5099948048591614
sce04145.txt	sce00564.txt	0.5087836384773254
sce04145.txt	sce00513.txt	0.5081908106803894
sce04145.txt	sce00340.txt	0.5067359805107117
sce04145.txt	sce00910.txt	0.5064657926559448
sce04145.txt	sce00280.txt	0.5054380297660828
sce04145.txt	sce00630.txt	0.5053945183753967
sce04145.txt	sce00100.txt	0.5046800374984741
sce04145.txt	sce00640.txt	0.5044516324996948
sce04145.txt	sce00920.txt	0.5007567405700684
sce04145.txt	sce00780.txt	0.5002362728118896
sce04145.txt	sce00450.txt	0.49981242418289185
sce04145.txt	sce00380.txt	0.49820154905319214
sce04145.txt	sce00300.txt	0.49781304597854614
sce04145.txt	sce00040.txt	0.4973364770412445
sce04145.txt	sce00130.txt	0.49436938762664795
sce04145.txt	sce00480.txt	0.4934043288230896
sce04145.txt	sce00260.txt	0.4904531240463257
sce04145.txt	sce00290.txt	0.4845603406429291
sce04145.txt	sce00680.txt	0.4832542836666107
sce04145.txt	sce00730.txt	0.4832470417022705
sce04145.txt	sce00750.txt	0.48103028535842896
sce04145.txt	sce00410.txt	0.48040229082107544
sce04145.txt	sce00400.txt	0.4782055914402008
sce04145.txt	sce04111.txt	0.4767313599586487
sce04145.txt	sce00030.txt	0.47514328360557556
sce04145.txt	sce00520.txt	0.47486311197280884
sce04145.txt	sce04011.txt	0.4740486741065979
sce04145.txt	sce00561.txt	0.4694109261035919
sce04145.txt	sce00061.txt	0.46924519538879395
sce04145.txt	sce00500.txt	0.46599307656288147
sce04145.txt	sce00770.txt	0.4627508223056793
sce04145.txt	sce00760.txt	0.460885226726532
sce04145.txt	sce00270.txt	0.4604937434196472
sce04145.txt	sce00051.txt	0.45692911744117737
sce04145.txt	sce04113.txt	0.43213704228401184
sce04145.txt	sce00240.txt	0.41729575395584106
sce04145.txt	sce00250.txt	0.41301727294921875
sce04145.txt	sce00010.txt	0.3993178904056549
sce04145.txt	sce00620.txt	0.3789811432361603
sce04145.txt	sce00230.txt	0.3550078868865967
sce04144.txt	sce00440.txt	0.5371987819671631
sce04144.txt	sce03250.txt	0.5334256887435913
sce04144.txt	sce00600.txt	0.5333362221717834
sce04144.txt	sce00190.txt	0.5302962064743042
sce04144.txt	sce00310.txt	0.5274575352668762
sce04144.txt	sce00970.txt	0.5270989537239075
sce04144.txt	sce00332.txt	0.5208641290664673
sce04144.txt	sce00791.txt	0.5189170837402344
sce04144.txt	sce03018.txt	0.5186558961868286
sce04144.txt	sce00650.txt	0.5179327130317688
sce04144.txt	sce00562.txt	0.5177906155586243
sce04144.txt	sce00860.txt	0.5155677199363708
sce04144.txt	sce00565.txt	0.5146220922470093
sce04144.txt	sce00780.txt	0.5144261717796326
sce04144.txt	sce00100.txt	0.5124399662017822
sce04144.txt	sce00053.txt	0.511745274066925
sce04144.txt	sce00785.txt	0.5082263946533203
sce04144.txt	sce00680.txt	0.5075904726982117
sce04144.txt	sce00910.txt	0.5048787593841553
sce04144.txt	sce04070.txt	0.5046741962432861
sce04144.txt	sce00062.txt	0.5038574934005737
sce04144.txt	sce00130.txt	0.5031549334526062
sce04144.txt	sce00563.txt	0.5030656456947327
sce04144.txt	sce00340.txt	0.5020082592964172
sce04144.txt	sce00280.txt	0.500676691532135
sce04144.txt	sce00360.txt	0.5006169676780701
sce04144.txt	sce03015.txt	0.4940873980522156
sce04144.txt	sce00040.txt	0.49281904101371765
sce04144.txt	sce00513.txt	0.49146443605422974
sce04144.txt	sce04111.txt	0.49080508947372437
sce04144.txt	sce00564.txt	0.48989561200141907
sce04144.txt	sce00640.txt	0.48948249220848083
sce04144.txt	sce00300.txt	0.4872669279575348
sce04144.txt	sce00450.txt	0.48691484332084656
sce04144.txt	sce00750.txt	0.480304479598999
sce04144.txt	sce00510.txt	0.471487432718277
sce04144.txt	sce00061.txt	0.4707963466644287
sce04144.txt	sce00900.txt	0.46537667512893677
sce04144.txt	sce00410.txt	0.46368342638015747
sce04144.txt	sce00380.txt	0.45994865894317627
sce04144.txt	sce00052.txt	0.45714783668518066
sce04144.txt	sce00290.txt	0.45511284470558167
sce04144.txt	sce00790.txt	0.4550022482872009
sce04144.txt	sce00730.txt	0.4543522894382477
sce04144.txt	sce00561.txt	0.4537607729434967
sce04144.txt	sce00770.txt	0.44779548048973083
sce04144.txt	sce00330.txt	0.44703707098960876
sce04144.txt	sce00071.txt	0.4464977979660034
sce04144.txt	sce00480.txt	0.4458862245082855
sce04144.txt	sce00250.txt	0.44333624839782715
sce04144.txt	sce00920.txt	0.4389626681804657
sce04144.txt	sce00051.txt	0.43593481183052063
sce04144.txt	sce00760.txt	0.4310013949871063
sce04144.txt	sce00400.txt	0.4287468194961548
sce04144.txt	sce00670.txt	0.4243435859680176
sce04144.txt	sce00030.txt	0.41945943236351013
sce04144.txt	sce00240.txt	0.41341274976730347
sce04144.txt	sce04113.txt	0.4123867452144623
sce04144.txt	sce00020.txt	0.4068370759487152
sce04144.txt	sce00220.txt	0.4015459716320038
sce04144.txt	sce00260.txt	0.4004298746585846
sce04144.txt	sce00630.txt	0.39797258377075195
sce04144.txt	sce00740.txt	0.3902445137500763
sce04144.txt	sce00270.txt	0.38931119441986084
sce04144.txt	sce00500.txt	0.3796848654747009
sce04144.txt	sce00520.txt	0.37445101141929626
sce04144.txt	sce00010.txt	0.3721022605895996
sce04144.txt	sce00620.txt	0.3337303698062897
sce04144.txt	sce04011.txt	0.21693137288093567
sce04144.txt	sce00230.txt	0.19361776113510132
sce04141.txt	sce00563.txt	0.5371212959289551
sce04141.txt	sce00190.txt	0.5312322378158569
sce04141.txt	sce03250.txt	0.5284720659255981
sce04141.txt	sce00310.txt	0.52056884765625
sce04141.txt	sce00062.txt	0.5161449313163757
sce04141.txt	sce00440.txt	0.5161071419715881
sce04141.txt	sce00970.txt	0.5139577984809875
sce04141.txt	sce00053.txt	0.5038242936134338
sce04141.txt	sce00332.txt	0.5032348036766052
sce04141.txt	sce00791.txt	0.5014618039131165
sce04141.txt	sce00600.txt	0.5005677938461304
sce04141.txt	sce00360.txt	0.4983198046684265
sce04141.txt	sce00130.txt	0.49788835644721985
sce04141.txt	sce00565.txt	0.49654316902160645
sce04141.txt	sce00860.txt	0.48411092162132263
sce04141.txt	sce00280.txt	0.48212873935699463
sce04141.txt	sce00785.txt	0.47838395833969116
sce04141.txt	sce00780.txt	0.47660112380981445
sce04141.txt	sce00740.txt	0.47153937816619873
sce04141.txt	sce00340.txt	0.4706202447414398
sce04141.txt	sce00910.txt	0.4676639437675476
sce04141.txt	sce00513.txt	0.4602595567703247
sce04141.txt	sce00100.txt	0.44883689284324646
sce04141.txt	sce00640.txt	0.4457519054412842
sce04141.txt	sce00750.txt	0.4455811679363251
sce04141.txt	sce00450.txt	0.4408982992172241
sce04141.txt	sce03018.txt	0.44029557704925537
sce04141.txt	sce00071.txt	0.43942493200302124
sce04141.txt	sce00510.txt	0.4380945861339569
sce04141.txt	sce00900.txt	0.43631818890571594
sce04141.txt	sce04111.txt	0.4333548843860626
sce04141.txt	sce00650.txt	0.428274005651474
sce04141.txt	sce00290.txt	0.42268601059913635
sce04141.txt	sce00040.txt	0.4116833508014679
sce04141.txt	sce00300.txt	0.41104716062545776
sce04141.txt	sce00380.txt	0.4058067798614502
sce04141.txt	sce00562.txt	0.4031984508037567
sce04141.txt	sce00680.txt	0.4028312563896179
sce04141.txt	sce04070.txt	0.401544988155365
sce04141.txt	sce00920.txt	0.39942485094070435
sce04141.txt	sce00220.txt	0.3987453579902649
sce04141.txt	sce00400.txt	0.3985011875629425
sce04141.txt	sce00630.txt	0.39633455872535706
sce04141.txt	sce00760.txt	0.39073503017425537
sce04141.txt	sce00670.txt	0.3872525691986084
sce04141.txt	sce00061.txt	0.3871585726737976
sce04141.txt	sce00790.txt	0.3858442008495331
sce04141.txt	sce00520.txt	0.3857403099536896
sce04141.txt	sce00052.txt	0.37229448556900024
sce04141.txt	sce00410.txt	0.370053768157959
sce04141.txt	sce00770.txt	0.36849936842918396
sce04141.txt	sce03015.txt	0.3615173101425171
sce04141.txt	sce00330.txt	0.3599534034729004
sce04141.txt	sce04011.txt	0.35080084204673767
sce04141.txt	sce00480.txt	0.3506777584552765
sce04141.txt	sce00730.txt	0.3308817148208618
sce04141.txt	sce00020.txt	0.3040071427822113
sce04141.txt	sce00051.txt	0.2890588641166687
sce04141.txt	sce00500.txt	0.2817593216896057
sce04141.txt	sce00260.txt	0.26321595907211304
sce04141.txt	sce00030.txt	0.2551533579826355
sce04141.txt	sce00561.txt	0.25338810682296753
sce04141.txt	sce00010.txt	0.23438182473182678
sce04141.txt	sce00270.txt	0.22015434503555298
sce04141.txt	sce00564.txt	0.21666476130485535
sce04141.txt	sce00620.txt	0.16691851615905762
sce04141.txt	sce00240.txt	0.1428176462650299
sce04141.txt	sce00250.txt	0.12955690920352936
sce04141.txt	sce04113.txt	0.1286139339208603
sce04141.txt	sce00230.txt	0.07501805573701859
sce04139.txt	sce00332.txt	0.5240776538848877
sce04139.txt	sce00785.txt	0.518489420413971
sce04139.txt	sce00563.txt	0.5180578231811523
sce04139.txt	sce00440.txt	0.5180000066757202
sce04139.txt	sce00310.txt	0.5156506299972534
sce04139.txt	sce00053.txt	0.5127981901168823
sce04139.txt	sce00280.txt	0.512407660484314
sce04139.txt	sce00970.txt	0.5047270059585571
sce04139.txt	sce00791.txt	0.5039814114570618
sce04139.txt	sce00360.txt	0.5029519200325012
sce04139.txt	sce00900.txt	0.5022464990615845
sce04139.txt	sce00565.txt	0.5009229779243469
sce04139.txt	sce00910.txt	0.49930691719055176
sce04139.txt	sce00130.txt	0.49729353189468384
sce04139.txt	sce00513.txt	0.4937555193901062
sce04139.txt	sce00100.txt	0.4931764602661133
sce04139.txt	sce00330.txt	0.4910239577293396
sce04139.txt	sce00650.txt	0.4899429976940155
sce04139.txt	sce00750.txt	0.48988741636276245
sce04139.txt	sce00190.txt	0.48805752396583557
sce04139.txt	sce03018.txt	0.48705801367759705
sce04139.txt	sce03250.txt	0.4861919581890106
sce04139.txt	sce00340.txt	0.48188334703445435
sce04139.txt	sce00630.txt	0.4810354709625244
sce04139.txt	sce00640.txt	0.47679969668388367
sce04139.txt	sce00780.txt	0.46942102909088135
sce04139.txt	sce00600.txt	0.46566304564476013
sce04139.txt	sce00562.txt	0.46472594141960144
sce04139.txt	sce00040.txt	0.4584968090057373
sce04139.txt	sce00450.txt	0.4562942385673523
sce04139.txt	sce03015.txt	0.453641802072525
sce04139.txt	sce00740.txt	0.4354928135871887
sce04139.txt	sce00480.txt	0.43089747428894043
sce04139.txt	sce00300.txt	0.4298367500305176
sce04139.txt	sce00290.txt	0.4281488060951233
sce04139.txt	sce00062.txt	0.4276656210422516
sce04139.txt	sce04070.txt	0.42107510566711426
sce04139.txt	sce00670.txt	0.4197126626968384
sce04139.txt	sce00030.txt	0.419280469417572
sce04139.txt	sce00564.txt	0.41322988271713257
sce04139.txt	sce00071.txt	0.4114200472831726
sce04139.txt	sce00052.txt	0.4069776237010956
sce04139.txt	sce00790.txt	0.4045204222202301
sce04139.txt	sce00920.txt	0.3940347135066986
sce04139.txt	sce00260.txt	0.3885628581047058
sce04139.txt	sce00250.txt	0.3883204162120819
sce04139.txt	sce00510.txt	0.3874969184398651
sce04139.txt	sce00061.txt	0.38656488060951233
sce04139.txt	sce00380.txt	0.3814580738544464
sce04139.txt	sce00730.txt	0.3756323754787445
sce04139.txt	sce00760.txt	0.37465614080429077
sce04139.txt	sce00020.txt	0.37413015961647034
sce04139.txt	sce00410.txt	0.35703539848327637
sce04139.txt	sce00220.txt	0.3564659059047699
sce04139.txt	sce00860.txt	0.3440459370613098
sce04139.txt	sce00400.txt	0.3392244875431061
sce04139.txt	sce00500.txt	0.31844350695610046
sce04139.txt	sce00051.txt	0.3087509274482727
sce04139.txt	sce00770.txt	0.2875645160675049
sce04139.txt	sce04011.txt	0.27678799629211426
sce04139.txt	sce04111.txt	0.2645055651664734
sce04139.txt	sce00240.txt	0.26422902941703796
sce04139.txt	sce00680.txt	0.24600571393966675
sce04139.txt	sce04113.txt	0.2241983264684677
sce04139.txt	sce00520.txt	0.20887278020381927
sce04139.txt	sce00270.txt	0.20033138990402222
sce04139.txt	sce00561.txt	0.1920364946126938
sce04139.txt	sce00620.txt	0.10750264674425125
sce04139.txt	sce00230.txt	0.0874195545911789
sce04139.txt	sce00010.txt	0.0865713581442833
sce04138.txt	sce03250.txt	0.5411137342453003
sce04138.txt	sce00310.txt	0.5314950942993164
sce04138.txt	sce00332.txt	0.5200011134147644
sce04138.txt	sce00053.txt	0.5186905860900879
sce04138.txt	sce00785.txt	0.5134558081626892
sce04138.txt	sce00513.txt	0.5096859931945801
sce04138.txt	sce00440.txt	0.5072675347328186
sce04138.txt	sce03018.txt	0.49971044063568115
sce04138.txt	sce00565.txt	0.4995308220386505
sce04138.txt	sce00600.txt	0.4921143651008606
sce04138.txt	sce00791.txt	0.487834095954895
sce04138.txt	sce00910.txt	0.4824419617652893
sce04138.txt	sce00780.txt	0.4810096323490143
sce04138.txt	sce00040.txt	0.47893545031547546
sce04138.txt	sce00130.txt	0.475185751914978
sce04138.txt	sce00970.txt	0.471081405878067
sce04138.txt	sce00650.txt	0.47079116106033325
sce04138.txt	sce00340.txt	0.46461257338523865
sce04138.txt	sce00190.txt	0.4619067311286926
sce04138.txt	sce00062.txt	0.45528194308280945
sce04138.txt	sce00360.txt	0.4468892514705658
sce04138.txt	sce00750.txt	0.44631555676460266
sce04138.txt	sce00450.txt	0.44250592589378357
sce04138.txt	sce00640.txt	0.4353194236755371
sce04138.txt	sce00562.txt	0.4352537989616394
sce04138.txt	sce04070.txt	0.43407249450683594
sce04138.txt	sce00563.txt	0.43369412422180176
sce04138.txt	sce00100.txt	0.42451387643814087
sce04138.txt	sce00290.txt	0.42120200395584106
sce04138.txt	sce00400.txt	0.4209405779838562
sce04138.txt	sce00061.txt	0.4165995121002197
sce04138.txt	sce00030.txt	0.4133990705013275
sce04138.txt	sce00280.txt	0.41165733337402344
sce04138.txt	sce00860.txt	0.411129355430603
sce04138.txt	sce00790.txt	0.4011228382587433
sce04138.txt	sce00250.txt	0.39316117763519287
sce04138.txt	sce00900.txt	0.38471248745918274
sce04138.txt	sce00300.txt	0.3811655640602112
sce04138.txt	sce00510.txt	0.3777962028980255
sce04138.txt	sce00564.txt	0.3761053681373596
sce04138.txt	sce00330.txt	0.3710693120956421
sce04138.txt	sce00480.txt	0.36949437856674194
sce04138.txt	sce00920.txt	0.362659752368927
sce04138.txt	sce00380.txt	0.3537341058254242
sce04138.txt	sce00760.txt	0.34750786423683167
sce04138.txt	sce00730.txt	0.3462841212749481
sce04138.txt	sce00410.txt	0.34573060274124146
sce04138.txt	sce00020.txt	0.3355262279510498
sce04138.txt	sce03015.txt	0.3325013220310211
sce04138.txt	sce00740.txt	0.33104076981544495
sce04138.txt	sce00630.txt	0.31600990891456604
sce04138.txt	sce00240.txt	0.3154243230819702
sce04138.txt	sce00680.txt	0.29971736669540405
sce04138.txt	sce00052.txt	0.2973666191101074
sce04138.txt	sce00520.txt	0.2949696481227875
sce04138.txt	sce00220.txt	0.2885519564151764
sce04138.txt	sce00670.txt	0.2862100899219513
sce04138.txt	sce00071.txt	0.27882513403892517
sce04138.txt	sce00051.txt	0.2772180736064911
sce04138.txt	sce04111.txt	0.2706983685493469
sce04138.txt	sce00770.txt	0.21138045191764832
sce04138.txt	sce00561.txt	0.15122391283512115
sce04138.txt	sce00260.txt	0.14707928895950317
sce04138.txt	sce00620.txt	0.14453360438346863
sce04138.txt	sce00270.txt	0.13737595081329346
sce04138.txt	sce00500.txt	0.13707824051380157
sce04138.txt	sce00230.txt	0.0968315526843071
sce04138.txt	sce04113.txt	0.08202289044857025
sce04138.txt	sce00010.txt	0.048909641802310944
sce04138.txt	sce04011.txt	0.01840345934033394
