sce00020.txt	sce00010.txt	0.472527	42	0.217172	298.352
sce00030.txt	sce00010.txt	0.435185	37	0.303226	317.752
sce00030.txt	sce00020.txt	0.428571	34	0.291045	126.465
sce00130.txt	sce00010.txt	0.833333	5	0.454545	45.097
sce00130.txt	sce00020.txt	1.0	6	1.0	35.234
sce00130.txt	sce00030.txt	1.0	6	1.0	16.311
sce00130.txt	sce00040.txt	0.833333	5	0.833333	3.647
sce00130.txt	sce00051.txt	0.833333	5	0.555556	14.755
sce00130.txt	sce00052.txt	0.666667	3	0.666667	12.274
sce00130.txt	sce00053.txt	1.0	2	1.0	2.77
sce00130.txt	sce00061.txt	0.833333	5	0.357143	14.651
sce00130.txt	sce00062.txt	0.666667	4	0.571429	4.91
sce00130.txt	sce00071.txt	0.5	2	0.375	13.285
sce00130.txt	sce00100.txt	1.0	6	1.0	9.808
sce00190.txt	sce00010.txt	0.235294	12	0.0788177	149.27
sce00190.txt	sce00020.txt	0.220588	15	0.135135	108.479
sce00190.txt	sce00030.txt	0.529412	36	0.428571	59.498
sce00190.txt	sce00040.txt	0.833333	5	0.454545	8.744
sce00190.txt	sce00051.txt	0.220588	15	0.157895	55.102
sce00190.txt	sce00052.txt	0.324324	7	0.184615	39.616
sce00190.txt	sce00053.txt	1.0	2	1.0	5.814
sce00190.txt	sce00061.txt	0.275862	8	0.186047	45.844
sce00190.txt	sce00062.txt	1.0	6	0.6	10.84
sce00190.txt	sce00071.txt	0.205128	6	0.140351	34.546
sce00190.txt	sce00100.txt	0.307692	4	0.129032	17.734
sce00190.txt	sce00130.txt	0.833333	5	0.555556	30.203
sce00220.txt	sce00010.txt	0.55	18	0.458333	145.698
sce00220.txt	sce00020.txt	0.8	32	0.581818	85.313
sce00220.txt	sce00030.txt	0.925	37	0.596774	79.205
sce00220.txt	sce00040.txt	1.0	6	0.6	13.726
sce00220.txt	sce00051.txt	0.925	37	0.480519	60.011
sce00220.txt	sce00052.txt	0.27027	8	0.169492	45.333
sce00220.txt	sce00053.txt	1.0	2	0.666667	5.831
sce00220.txt	sce00061.txt	0.862069	25	0.675676	34.68
sce00220.txt	sce00062.txt	1.0	6	0.428571	9.219
sce00220.txt	sce00071.txt	0.538462	19	0.375	36.406
sce00220.txt	sce00100.txt	0.769231	7	0.3125	16.429
sce00220.txt	sce00130.txt	1.0	6	0.545455	15.159
sce00220.txt	sce00190.txt	0.4	16	0.296296	45.554
sce00230.txt	sce00010.txt	0.186667	22	0.103194	532.685
sce00230.txt	sce00020.txt	0.769231	69	0.39548	231.595
sce00230.txt	sce00030.txt	0.777778	84	0.459016	375.336
sce00230.txt	sce00040.txt	0.666667	4	0.285714	62.11
sce00230.txt	sce00051.txt	0.653061	64	0.423841	235.873
sce00230.txt	sce00052.txt	0.945946	28	0.315315	191.869
sce00230.txt	sce00053.txt	1.0	2	0.666667	14.966
sce00230.txt	sce00061.txt	0.965517	28	0.4375	94.111
sce00230.txt	sce00062.txt	0.666667	3	0.285714	23.006
sce00230.txt	sce00071.txt	0.846154	30	0.471429	126.128
sce00230.txt	sce00100.txt	1.0	13	0.317073	58.11
sce00230.txt	sce00130.txt	0.666667	4	0.363636	33.868
sce00230.txt	sce00190.txt	0.558824	38	0.183575	115.764
sce00230.txt	sce00220.txt	0.95	38	0.475	147.287
sce00240.txt	sce00010.txt	0.395604	21	0.257143	261.861
sce00240.txt	sce00020.txt	0.417582	34	0.269504	108.619
sce00240.txt	sce00030.txt	0.362637	31	0.22449	180.613
sce00240.txt	sce00040.txt	1.0	6	0.375	30.347
sce00240.txt	sce00051.txt	0.450549	40	0.322835	114.944
sce00240.txt	sce00052.txt	0.567568	17	0.253012	95.301
sce00240.txt	sce00053.txt	1.0	2	1.0	6.695
sce00240.txt	sce00061.txt	0.827586	24	0.631579	45.74
sce00240.txt	sce00062.txt	1.0	6	0.428571	11.716
sce00240.txt	sce00071.txt	0.487179	16	0.345455	65.664
sce00240.txt	sce00100.txt	1.0	13	0.325	27.356
sce00240.txt	sce00130.txt	1.0	6	0.6	16.534
sce00240.txt	sce00190.txt	0.220588	15	0.137615	56.233
sce00240.txt	sce00220.txt	0.75	30	0.422535	77.826
sce00240.txt	sce00230.txt	0.648352	54	0.312169	373.331
sce00250.txt	sce00010.txt	0.479167	33	0.291139	219.201
sce00250.txt	sce00020.txt	0.263736	21	0.157895	111.648
sce00250.txt	sce00030.txt	0.395833	36	0.248366	131.494
sce00250.txt	sce00040.txt	1.0	6	0.315789	22.901
